garment_area_m2,pieces,fabric_width_m,defect_rate,target_shade,temperature_C,fabric_meters,chemical_liters,fabric_type_stretch,fabric_type_woven
0.6869021545015712,456,1.4,0.1572690028831104,0.23194709611597542,61,258.9202432619585,22.03229586845274,True,False
1.435928598332891,154,1.2,0.017882200462451904,0.39090599590551467,84,187.57279071018274,23.544617773829575,True,False
1.1515921243548266,210,1.2,0.08351615515698568,0.594476335186173,62,218.35951740575123,21.952983268285926,True,False
0.9782560294561475,426,1.2,0.17582366151243295,0.4967668588591694,67,408.34108819036834,42.69292327436342,False,False
0.40282423257516753,221,1.2,0.18894640445828206,0.9877855202148873,92,88.204124559758,15.153262855515326,True,False
0.40279287643706346,470,1.5,0.09348030224997395,0.13643975255673313,94,138.00643723143477,17.32199326833532,False,True
0.27550869581865933,229,1.5,0.12268227784214154,0.6951445540475938,65,47.22113280855021,5.170253518824967,False,False
1.3260289895074158,249,1.2,0.03340678921841505,0.4043187681042921,98,284.34292729491006,41.87362599621307,True,False
0.9814495152661715,422,1.4,0.19823372522739532,0.42819961492561476,82,354.48178108114473,44.11356687136831,False,False
1.120494351134859,406,1.4,0.04633434027668868,0.7175977656581762,84,339.99939812675024,48.50903424540501,False,True
0.22675984258454318,55,1.4,0.18854635482702514,0.6924361513243696,78,10.588072955625348,1.389750881931046,True,False
1.4608828078105927,44,1.4,0.1299293297984737,0.9912559937021883,64,51.8789647182254,6.2073305664182445,False,True
1.2821754330405482,262,1.2,0.12154735897577183,0.12839428945412523,70,313.96780276300314,29.23581843320403,True,False
0.47604084388175905,399,1.5,0.10253770220330172,0.10410964938416634,71,139.61089219277184,13.035450253098757,True,False
0.4363724573692308,91,1.4,0.04613396234355174,0.7243388171287412,69,29.672763112542295,3.486167227980358,True,False
0.43842586280946394,380,1.2,0.035305606401101655,0.5783869170064091,67,143.73650535666144,15.519223605515696,True,False
0.5955149158473991,265,1.4,0.04409724181403507,0.27416066655980587,83,117.69321606448389,13.884514039791402,True,False
0.8821833611219092,206,1.4,0.037287652428850904,0.0794193689889866,87,134.6471778428624,15.224344758747057,False,False
0.7615285242347505,312,1.2,0.15591689471335068,0.08565824959643054,95,228.8685586119591,28.342157342197677,True,False
0.5785978822574545,418,1.5,0.07002505183334602,0.8941908746641183,96,172.5264984682909,29.95947705028083,True,False
0.9954087631390933,459,1.5,0.011568535312679274,0.1918673247187429,80,308.11880047720166,33.76777654487561,False,False
0.3813420188476544,19,1.2,0.19382052602816227,0.32337156211552076,67,7.208187217674679,0.7012930700804041,False,False
0.5797880430957836,321,1.5,0.17675717699268514,0.22665640222698802,68,146.00572454136662,13.81694470575252,False,False
0.6762703962817993,295,1.2,0.1855504566390426,0.3549963058319373,74,197.09753312615774,21.467583261031884,False,False
0.7928909794821468,251,1.2,0.19898156452928706,0.06942384274609337,99,198.84673203103873,25.461449164625197,False,False
1.2207287498109176,260,1.2,0.03477904984389746,0.5190597909082704,77,273.68998276673517,33.179368855424144,False,False
0.4595759168058677,374,1.5,0.07924840378053176,0.0676125635922149,79,123.66847927409098,12.62511350995554,True,False
0.8685047699376951,14,1.2,0.15164769514081827,0.8003565078223616,65,11.669134359371455,1.3275330389717248,True,False
0.9701389395206552,128,1.4,0.13920412361075846,0.23371208191043302,71,101.04560277735301,10.015738528804002,False,True
0.26038553653599705,298,1.5,0.030779181267971013,0.5400119146045106,61,53.32213137936648,5.163606118723482,True,False
0.98980830747187,383,1.5,0.16316662499812357,0.8800790875614583,66,293.96832770407485,34.924396362319186,True,False
0.421681360793479,74,1.5,0.04488811436733214,0.6508773690471942,75,21.736752202538543,2.7010061479826337,False,False
0.2845670708808634,155,1.5,0.04476352296452462,0.5329577865513353,62,30.7215472009626,3.0153848101563256,False,False
1.4335511984293332,233,1.4,0.10739488457868272,0.3243337531153756,62,264.2065660670658,23.796539273045056,True,False
1.4553216429969271,248,1.5,0.11858798696834064,0.33300191305819793,86,269.1470107625233,33.750726391403845,False,True
1.2509165525513994,186,1.5,0.11601724156756224,0.6694869551981901,99,173.10951061079254,28.593277787018177,False,False
0.5959978999253819,276,1.2,0.018297367479550974,0.9941393612211675,97,139.58771127899217,25.337919303919385,True,False
0.32697374820829905,350,1.5,0.17549217252607607,0.6618391898493786,92,89.68285238275246,13.726476539968516,True,False
1.089502934465804,291,1.4,0.053120008517741214,0.5577834173700249,87,238.49057559342637,33.169143645196975,False,True
0.7721982418614817,72,1.4,0.025902984256560836,0.7306505102392461,60,40.74173901068727,4.171929390658778,False,True
0.3586497052982125,226,1.4,0.17774961597379546,0.46520561228371815,67,68.18735636185939,7.039013869083162,False,False
0.8437299831446512,351,1.4,0.19113029964595069,0.060142342600785215,96,251.9659385877285,31.145141938663713,False,True
0.24470507744978393,324,1.5,0.17242552345309015,0.5622968158779098,91,61.970071360469454,9.03093762745366,True,False
1.3821165227024166,292,1.5,0.16190321494497562,0.9576252845053802,96,312.6124028651336,55.47542081783408,True,False
0.536413976080022,186,1.4,0.13104839612780436,0.17530294235765964,63,80.605779370634,6.904090818291416,False,True
1.0612789696601765,470,1.4,0.11017147412182787,0.6900048908206657,89,395.53912139643035,59.18512076561893,False,True
0.6052243989162343,426,1.5,0.01739735198228203,0.20093368865905648,65,174.87405103073442,15.636001476299198,False,True
0.876088427531154,107,1.4,0.08169064261413975,0.5358276844730813,78,72.42804428245672,8.953670691405183,False,True
0.9107233631462637,114,1.2,0.0745377034024628,0.09667644964671962,91,92.96762615166456,11.086247463868599,False,False
0.44031079218318514,108,1.4,0.051950756752065244,0.45037093625818514,68,35.73143519476137,3.721098988261533,False,True
1.460460016093926,394,1.4,0.144684022737717,0.7561633288952461,71,470.4825050216961,57.54224408322353,False,False
1.207672670369449,414,1.2,0.09917514701575417,0.3475715242389821,70,457.9681058250854,47.03618868570279,True,False
1.4213486240334459,320,1.2,0.016209243181529588,0.664911724487218,75,385.1700292069697,48.114568441628336,False,True
1.3632755555559435,15,1.5,0.04403664038996227,0.7954499607897292,60,14.233096309483868,1.492046569509867,False,False
0.9772699724544107,485,1.5,0.13665175273191918,0.9271778194794527,80,359.16371942336764,52.56680365289117,False,True
1.3984365055300518,474,1.2,0.015226171898060038,0.23464208185545354,89,560.7930893599511,69.70768341629692,True,False
0.31504025266749536,206,1.2,0.17024138280975376,0.39931591580930814,72,63.288889191669064,6.833251760915848,True,False
0.4547777211448888,360,1.5,0.09902930540279486,0.15241601333041743,93,119.95537031580794,15.007518109752157,True,False
0.2587954755836995,142,1.4,0.0961173154653296,0.9924835021583752,63,28.772263340782626,3.3902081075775237,False,True
0.6229294299922437,367,1.2,0.11848155693190353,0.9270009679242953,87,213.08481157410753,33.91365757892622,False,True
0.7052804765963265,268,1.5,0.16493619318502983,0.5399571302805596,97,146.7937399647142,22.604019519300522,False,False
0.5527537413060647,446,1.4,0.06956184158043861,0.8420332943764213,90,188.34080145238516,30.108984098468497,True,False
1.2773587618975082,32,1.2,0.13560323051181272,0.5209579772720422,86,38.68193964089012,5.241460506880595,False,True
0.6637793247016661,494,1.4,0.11314639279915822,0.6235856880027597,64,260.72034220551615,27.36088633526296,True,False
0.565214862593595,62,1.5,0.05340565403388427,0.08912443211601662,84,24.60988865600322,2.699188782302835,True,False
0.9055049081057231,174,1.2,0.1757259972710316,0.7552704204968079,62,154.37072086188022,16.48165688803344,False,False
0.3832014924671915,211,1.4,0.15948520432138563,0.12771348363523483,92,66.9648380190012,8.192714354992502,False,False
1.2428560749802515,467,1.2,0.1316903669316851,0.8260676302525284,63,547.3739096667451,60.909805205312175,False,False
0.2969158367837021,92,1.4,0.17011634581884838,0.7820280876703859,84,22.830856288345988,3.3345943816365917,False,False
1.4829530175806724,154,1.5,0.17345884019196048,0.7087446977429764,79,178.65892434845674,23.894607317896448,True,False
1.2039182000856545,94,1.5,0.14167259534300697,0.036160380524762115,93,86.13410607387483,10.194128400348333,False,False
0.45833038599442416,87,1.2,0.16740266567273443,0.3031283559453286,85,38.79156829173104,4.746291673039633,False,False
0.20717875226068314,466,1.4,0.13949429233385674,0.26311256991084286,64,78.58058332382623,7.113468234843101,False,False
1.2600998569912845,375,1.2,0.1360281543520601,0.3601364074715191,94,447.34653588659495,62.028182208505264,False,False
1.1189145470019022,10,1.2,0.12372227564303687,0.08764274676383854,87,10.477910008392294,1.1894059726456268,True,False
1.1477093184532836,60,1.4,0.15054332791152825,0.9369578230310628,88,56.592398516927695,9.141521815161028,False,False
1.2026514506917294,182,1.4,0.03172102105861474,0.5538022407123763,68,161.3041017490884,17.507398000524063,True,False
0.2962580472543175,214,1.4,0.1761741518397857,0.30552431065802355,97,53.2632330681303,7.4447305213583865,False,True
0.6660054471075545,269,1.5,0.1743687055490464,0.3969815170742834,65,140.26304789562408,13.658447291706585,True,False
0.35062977738266865,455,1.2,0.005849456606911829,0.44720254050483565,78,133.72479235667058,15.953518014706637,True,False
1.3220344536382715,458,1.2,0.16516335011295255,0.6005943333606173,70,587.9140254819911,66.89050738876168,False,False
1.0102875648758254,378,1.5,0.025773973494689042,0.5156794276964978,61,261.1543258283271,25.047384038347815,False,True
0.630167432308444,497,1.4,0.06702377085182838,0.9193919732144173,68,238.70328861086844,29.616909751894287,False,True
0.2826258553718307,297,1.5,0.14870165125832155,0.49696348290583026,80,64.28125177727567,8.025396916166644,False,True
0.604277018230361,43,1.5,0.03215197920966164,0.9921580148233127,83,17.87956398357822,2.775233685016134,False,True
0.6227383186347712,357,1.5,0.16359340482381246,0.8514249577450957,93,172.45817971768852,28.583059297956545,True,False
1.1484880318394832,104,1.2,0.1664268355915484,0.2085105143573358,81,116.10102926008547,12.980773657335751,False,True
1.0288247127617771,81,1.5,0.10149354675216725,0.9305952146439163,62,61.19516421969747,6.949357397586768,True,False
1.3533765653492245,48,1.2,0.001277174343366716,0.11636639788547609,71,54.2042025270161,5.090520407823293,True,False
0.813879402710534,163,1.2,0.057407626634982556,0.8174497084911916,87,116.89847739726719,17.90870972046346,True,False
0.3554725197197922,259,1.2,0.12338538367514845,0.3806232934765801,89,86.18929327867512,11.413373307029604,False,True
1.1272182233898935,171,1.4,0.1962372356054847,0.8779743204450695,85,164.6999216869435,25.181363963449172,False,False
1.1890205632019668,447,1.2,0.1263627054033337,0.8680566901074503,80,498.8774858347651,71.54044553961914,False,False
0.9296603568403452,127,1.2,0.051960716212831964,0.8059254001176211,87,103.50142016807392,15.791438719007814,False,True
1.2022573339409293,268,1.4,0.1268011406199223,0.7900304363070614,85,259.32923045320433,38.43787369314056,False,False
0.841934275273708,388,1.2,0.1079970759431711,0.3046791390980408,92,301.6249645618044,39.971053910264644,False,False
0.8795526781965923,315,1.5,0.15596907903022872,0.08091928305125218,80,213.51449686843208,22.215321687225327,True,False
0.7558033238661146,277,1.5,0.02139612776539168,0.40298017876516146,94,142.55797398179342,20.125634165936194,True,False
0.23304486476732375,458,1.2,0.1522055805004056,0.17352451498650867,93,102.48345159239811,12.947360862959671,False,True
0.34025885509129583,63,1.4,0.10825331573522207,0.6949510889024617,77,16.96918519634396,2.2008103484037194,False,True
0.24085794139275454,245,1.5,0.19259840077179893,0.34609972653778553,70,46.9169766339705,4.815645889728532,False,False
1.0273335346429147,398,1.4,0.06837443320773721,0.9756102008599149,82,312.0254281072795,47.58388489868977,True,False
